COVID-19 Vaccinations in the United States
Date generated: Thu Dec 09 2021 16:28:26 GMT-0600 (Central Standard Time)
'Other' includes doses of vaccine administered or delivered that are not from Pfizer-BioNTech Moderna or J&J.

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
District of Columbia,1505215,213279,260607,1198840,169868,1140311,197429,590914,83.7,549051,95,463548,65.7,437819,75.8,889355,549360,66500,0,33432,439856,725079,473,163876,262479,36863,330,163807,236871,36832,309,N/A,83.7,N/A,95,61.5,408066,70.7,590914,92898,95,76793,87.9,40981,33047,2690,75,228291,261373,1723340,576258,94.5,457772,75.1,163869,256727,36850,326,1183970,194172,246856,590845,89.5,463530,70.2,163871,262469,36860,330,1198734,181522,227931,89942,19.4,89844,20.5,50888,29.9,31385,40.9,37727,51548,653,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dept of Defense,5926220,N/A,N/A,6693537,N/A,6337845,N/A,3700378,N/A,3498547,N/A,2813415,N/A,2668390,N/A,3712620,2005400,208200,0,299624,2252377,4120311,21225,888074,1659126,266034,181,887884,1514496,265829,181,N/A,N/A,N/A,N/A,0,2403280,0,3700378,309300,0,169360,0,58433,102203,8724,0,520910,0,0,3677504,0,2810958,0,888052,1656718,266007,181,6668195,0,0,3700239,0,2813355,0,888056,1659104,266014,181,6693350,0,0,920,0,916,0,89,0,22,0,267,643,10,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Delaware,1896105,194719,246186,1496481,153680,1390879,180589,724448,74.4,666866,86.6,609215,62.6,567318,73.7,1074585,735320,86200,0,56365,580776,857587,1753,220085,334946,53625,559,219957,293243,53566,552,N/A,74.4,N/A,86.6,58.1,524348,68.1,724448,201493,95,173968,92.1,71672,92312,9681,303,472987,250382,1003730,710592,84.6,604634,72,220073,330387,53615,559,1477512,175935,225779,724313,78.8,609186,66.3,220074,334932,53621,559,1496318,162812,206313,167222,27.4,167077,29.5,136068,40.9,92080,52.9,72629,92082,2505,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Florida,39408285,183484,228483,31740679,147784,29858761,173116,15579824,72.5,14519606,84.2,13322860,62,12535408,72.7,22558085,14650600,2199600,0,1348332,11904932,18373315,114100,4651057,7357286,1281020,33497,4649194,6573602,1279400,33212,N/A,72.5,N/A,84.2,56.8,11420935,66.2,15579824,4566182,95,3964996,88.2,1911000,1826383,207975,19638,10724359,238460,876258,15389963,82.3,13255002,70.9,4650324,7290998,1280199,33481,31474615,168349,210784,15572124,76.6,13321230,65.5,4650347,7357157,1280229,33497,31732056,156024,193767,3131987,23.5,3129150,25,2600150,35.4,1810052,45.7,1414022,1662320,52517,3128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Federated States of Micronesia,108760,106294,163000,81493,79645,79295,118840,48008,46.9,46781,70.1,42784,41.8,41782,62.6,16120,80440,12200,0,12605,66614,2272,2,29780,1161,11841,2,29775,187,11818,2,N/A,46.9,N/A,70.1,30.8,30502,45.7,48008,3649,75.8,3394,70.5,2318,11,1065,0,6284,130590,2260180,47991,60.6,42775,54,29779,1161,11833,2,81478,102952,137424,48003,51.7,42780,46.1,29780,1161,11837,2,81488,87790,117172,2184,5.1,2181,5.2,866,6.9,261,7.7,1922,10,252,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Georgia,17728505,166976,218505,12598737,118661,11732677,144606,6345700,59.8,5832635,71.9,5284283,49.8,4933736,60.8,9961645,6998560,768300,0,309186,5015474,7260571,13506,2026261,2957966,295792,4264,2025367,2609027,295339,4003,N/A,59.8,N/A,71.9,47.4,4680149,57.7,6345700,1386643,91.4,1206999,79.6,656962,514069,33963,2005,3164852,208632,1168690,6249103,69.5,5254543,58.5,2026193,2928420,295674,4256,12469708,138736,197244,6344255,63.7,5284065,53,2026210,2957881,295710,4264,12597140,126466,177982,1093630,20.7,1092302,22.1,816054,31.6,501639,41.6,507796,572377,13087,370,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Guam,271490,161132,237018,282780,167833,252598,220525,138238,82,121159,95,124685,74,111725,95,170410,78580,22500,0,11258,91064,180407,51,37925,76456,10301,3,37911,63516,10295,3,N/A,82,N/A,95,68.2,101909,89,138238,16895,95,15908,95,6520,8825,560,3,41053,255607,1690370,135702,95,124438,94.8,37924,76211,10300,3,279965,213199,206746,138229,90.5,124684,81.6,37924,76456,10301,3,282770,185106,177722,26999,21.7,26974,24.1,18071,40.8,8473,53.3,9971,16655,373,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hawaii,2864470,202311,256672,2128223,150312,1963710,175959,1177215,83.1,1073482,95,878079,62,814943,73,1687810,1058260,118400,0,56149,681426,1296584,94064,277504,526693,55737,18145,276893,464352,55570,18128,N/A,83.1,N/A,95,58.3,762697,68.3,1177215,295620,95,238867,89,98170,128583,10697,1417,591581,220371,1067050,1150302,95,866402,71.5,277453,515114,55701,18134,2090721,172629,236516,1176079,88.4,877904,66,277458,526608,55703,18135,2127623,159893,215268,140352,16,140170,17.2,105879,23.8,72258,30.3,41017,97996,1314,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iowa,5460425,173068,224873,4356654,138084,4051958,166869,2000243,63.4,1829334,75.3,1819836,57.7,1688763,69.5,3112185,2079440,268800,0,165134,1754315,2436784,421,689988,975278,154309,261,689782,844500,154222,259,N/A,63.4,N/A,75.3,53.7,1562133,64.3,2000243,536965,95,503642,91.1,264824,224562,14144,112,1365379,246925,987501,1952766,73,1798885,67.2,689977,954341,154306,261,4287797,160215,204030,2000185,67.6,1819828,61.5,689984,975276,154307,261,4356599,147211,184509,646626,35.5,646088,38.3,494687,51.8,327031,64.9,306551,331769,8297,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Idaho,2823790,158013,210909,1939118,108509,1937495,144712,916412,51.3,912918,68.2,815372,45.6,813197,60.7,1580830,1096560,146400,0,77211,794666,1064453,2788,312046,429072,73601,653,312019,426952,73579,647,N/A,51.3,N/A,68.2,42.1,750264,56,916412,266995,91.9,244911,84.3,112515,120341,11778,277,642272,220963,971476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256643,31.5,256637,31.6,197661,43.7,132704,54.2,110061,143048,3489,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
